,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
1487,2750,87,25,240,118,240,247,191,58,768,30,1,5
1488,2117,3,9,0,0,1207,208,223,152,514,3,4,4
1489,2241,114,20,0,0,402,249,216,86,1833,3,4,4
1490,2458,193,16,497,188,987,216,251,164,573,2,4,6
1491,3370,287,17,30,8,2379,169,236,207,2455,38,3,7
1492,3221,38,21,649,-2,902,215,188,99,1950,39,1,7
1493,2051,131,18,30,5,841,246,227,102,577,1,4,4
1494,3081,184,11,175,23,3720,223,247,157,618,29,1,2
1495,3064,194,10,30,4,3111,218,249,164,5721,20,1,1
1496,3413,303,8,497,44,1987,198,236,178,677,38,3,7
1497,2843,224,22,362,104,1744,186,254,198,2160,13,3,5
1498,2397,51,21,30,-3,828,225,190,89,1148,10,3,6
1499,3200,301,22,391,87,1489,153,224,209,3021,30,1,1
1500,2679,358,21,247,72,1594,183,197,148,2687,10,3,6
1501,2673,166,26,201,89,1869,231,238,121,1403,4,3,3
1502,2263,17,11,420,127,696,211,216,141,95,2,4,6
1503,3039,179,10,90,-5,3486,224,246,154,1239,23,3,1
1504,2203,128,34,170,99,875,252,196,41,268,3,4,4
1505,2011,67,37,153,103,190,228,141,12,524,1,4,3
1506,3256,138,14,90,-7,1300,241,234,119,3120,23,2,2
1507,3298,286,7,180,14,4961,201,240,179,3127,38,3,7
1508,2375,350,11,30,0,1006,200,221,160,860,16,4,6
1509,2105,40,26,0,0,543,211,172,82,815,10,4,4
1510,2556,27,30,67,-17,808,192,159,86,1279,10,3,6
1511,3253,241,7,297,11,3227,206,246,178,1566,23,3,1
1512,2793,51,6,272,5,384,223,227,139,711,30,1,5
1513,2349,7,6,0,0,847,213,229,153,1513,5,4,4
1514,3386,207,15,295,41,2440,208,253,176,3393,32,2,1
1515,2110,138,28,30,10,864,249,217,76,201,3,4,4
1516,2807,107,29,180,135,1366,254,191,43,912,13,3,5
1517,2521,37,30,216,-78,940,204,159,72,1116,10,3,6
1518,2317,67,20,30,6,134,236,197,85,691,10,3,3
1519,2567,140,18,60,9,1110,244,232,110,492,30,1,2
1520,3220,357,9,134,29,4331,207,225,156,514,32,3,1
1521,2401,273,25,210,72,201,146,237,227,569,10,4,3
1522,3198,251,9,30,-1,3069,201,246,183,450,32,3,1
1523,3237,130,8,95,10,4186,233,236,135,2496,38,1,7
1524,2975,126,9,120,3,4763,235,234,130,4928,29,1,2
1525,2938,153,19,551,106,618,240,237,119,1448,4,3,5
1526,3150,345,11,153,43,2184,199,223,163,638,23,3,1
1527,3079,303,11,60,3,1572,190,235,185,2082,23,3,1
1528,3153,52,12,150,11,1233,226,215,121,4833,22,2,1
1529,2664,64,7,361,43,1026,227,226,133,983,11,3,3
1530,2713,63,7,192,20,170,226,226,134,858,11,3,5
1531,2991,282,8,268,32,5024,198,241,182,4582,29,1,1
1532,2169,53,2,30,-13,1233,221,234,150,1064,4,4,4
1533,3438,335,10,787,212,1047,198,227,168,949,40,2,1
1534,2551,344,15,150,35,1273,188,214,164,1201,10,3,6
1535,2822,86,14,180,55,1725,240,216,103,1702,33,3,5
1536,2437,357,16,446,167,997,192,209,152,1036,6,4,6
1537,3218,19,12,870,93,2110,211,214,138,2285,38,3,7
1538,3509,118,16,480,16,1291,245,225,104,792,40,2,7
1539,3189,97,17,42,6,1390,245,214,93,2549,22,1,1
1540,2367,69,20,182,57,351,237,196,82,636,4,4,3
1541,2240,61,2,0,0,1602,221,234,149,808,17,4,4
1542,2432,172,14,0,0,1766,228,246,146,182,16,3,6
1543,2513,68,10,268,45,743,231,220,121,966,2,3,6
1544,2342,25,11,108,33,1248,215,216,137,216,6,4,3
1545,3310,320,16,722,182,1245,176,223,186,2227,33,3,2
1546,3095,138,13,268,47,3987,240,235,122,503,30,1,2
1547,3083,61,19,192,-9,3320,232,197,90,5380,30,1,1
1548,2932,93,9,124,16,4860,235,226,123,342,30,1,2
1549,2896,276,7,30,5,4911,201,242,179,1575,23,1,5
1550,2331,135,3,0,0,361,225,238,148,1316,14,4,4
1551,2148,3,22,210,50,384,183,191,139,319,10,4,6
1552,1987,305,40,95,94,124,83,184,224,228,10,4,3
1553,2732,39,6,30,3,1050,220,227,142,1423,20,3,6
1554,2567,40,7,60,0,1768,221,224,138,1889,2,3,6
1555,2432,333,18,361,88,895,177,215,175,1507,10,4,6
1556,2962,100,18,242,74,1917,246,213,89,1140,29,1,2
1557,2298,15,9,180,65,1440,212,221,146,671,2,4,6
1558,2247,331,17,240,135,808,179,217,177,283,10,4,3
1559,2980,59,8,212,13,4688,227,223,130,1682,19,1,2
1560,2356,176,19,30,1,366,226,247,144,977,4,4,3
1561,2703,34,10,228,49,2218,219,218,134,2048,32,3,6
1562,2504,103,8,30,6,404,234,230,127,1510,6,4,6
1563,3130,110,12,421,51,5271,240,227,115,1172,29,1,2
1564,3233,139,13,658,19,2995,239,236,124,3059,32,3,2
1565,2290,252,12,270,28,170,192,248,194,330,10,4,3
1566,2839,288,28,541,85,1922,130,223,228,1981,13,3,5
1567,3500,315,11,408,40,5238,191,231,180,4350,38,3,7
1568,2368,121,20,124,32,537,250,219,89,1415,1,4,6
1569,3184,199,11,258,93,3697,216,250,167,658,33,3,2
1570,3112,16,12,124,36,2856,210,215,141,1419,33,3,1
1571,2573,233,5,511,103,750,212,244,169,819,2,3,3
1572,2780,141,16,525,146,2711,242,234,116,1994,10,3,5
1573,3278,6,17,247,55,3154,196,204,142,3302,24,3,2
1574,3405,51,7,446,-8,847,224,225,137,760,40,2,7
1575,3208,0,9,124,-2,5394,206,222,154,900,22,1,1
1576,2684,162,10,335,154,2358,231,243,143,969,4,3,3
1577,2709,125,28,67,23,3224,253,207,61,6094,30,1,5
1578,1946,334,25,60,32,108,155,198,178,499,10,4,3
1579,2285,113,30,90,44,324,254,194,44,1802,3,4,4
1580,3103,315,27,201,82,2915,137,206,203,2678,33,3,1
1581,2328,92,13,469,34,1365,240,220,109,964,2,4,4
1582,3137,166,24,433,143,607,232,240,125,1572,27,3,2
1583,2579,353,22,85,34,1442,178,197,154,591,10,3,3
1584,2595,146,11,0,0,2116,235,239,134,1510,17,3,3
1585,2882,37,10,0,0,5639,220,219,133,1040,23,1,2
1586,2340,283,9,247,130,990,196,241,184,721,5,4,6
1587,2798,274,19,60,26,1873,167,242,212,1148,23,3,5
1588,3356,28,8,42,0,4478,217,223,141,4164,23,3,7
1589,2763,326,7,42,5,2100,203,232,168,743,31,3,5
1590,2822,230,16,283,134,1073,195,253,192,1836,4,3,5
1591,2308,94,24,319,127,1106,249,196,61,1240,3,4,4
1592,3085,122,12,306,47,693,240,230,118,1643,29,1,1
1593,2962,23,12,153,30,4996,213,214,136,6252,12,1,2
1594,3429,118,16,700,66,864,246,224,103,421,40,2,7
1595,2884,204,20,95,16,3334,205,254,176,1978,32,3,2
1596,2210,329,19,90,11,1057,172,214,180,366,10,4,3
1597,2724,349,15,67,4,1302,191,213,160,2252,29,1,5
1598,2560,33,20,120,12,234,212,191,107,1410,10,3,6
1599,2321,100,19,30,5,516,248,210,83,564,10,4,6
1600,2245,346,20,360,109,684,176,203,163,95,10,4,6
1601,3283,205,29,150,48,2313,189,251,180,684,39,3,7
1602,2871,67,22,600,197,626,236,192,77,2391,24,1,5
1603,2699,27,11,216,21,2259,216,216,136,1890,32,3,6
1604,2741,93,10,95,11,2493,236,225,120,2173,11,3,5
1605,3018,109,10,815,132,5833,238,229,121,5486,29,1,2
1606,3141,124,16,351,70,484,245,227,106,708,32,3,1
1607,3304,102,10,60,6,3492,237,227,120,2563,23,3,7
1608,3202,48,22,153,32,4161,222,187,89,3263,29,1,1
1609,2270,41,33,295,109,794,203,148,56,351,10,4,3
1610,2719,48,7,361,33,1290,223,224,136,2177,12,1,2
1611,3368,6,9,631,140,2042,210,223,151,1176,31,3,1
1612,2285,106,7,210,23,175,232,232,132,277,10,4,4
1613,2338,248,9,150,12,1176,202,247,183,108,6,4,4
1614,3317,96,9,0,0,1782,234,228,125,3276,38,1,7
1615,2645,79,8,446,51,1027,231,226,128,932,11,3,3
1616,2278,115,28,127,53,488,254,199,51,1803,3,4,4
1617,2613,195,26,285,106,1965,205,250,165,1667,2,3,3
1618,2840,104,23,558,207,2462,251,204,68,1981,10,3,3
1619,2370,52,28,379,128,1199,222,169,64,860,10,4,3
1620,2782,84,7,30,7,2222,230,228,131,1308,23,3,5
1621,3131,169,5,162,-5,4073,224,242,153,1478,29,1,1
1622,2234,292,37,85,25,785,95,205,236,636,10,4,3
1623,3346,25,9,759,125,1982,216,221,141,2636,32,2,2
1624,2264,133,23,175,81,1360,249,222,88,942,3,4,4
1625,2802,88,21,153,54,361,246,200,72,1293,30,1,5
1626,2793,91,26,330,149,335,249,190,53,1770,30,1,5
1627,2151,134,31,85,47,899,250,208,60,255,3,4,4
1628,2788,74,29,351,155,1044,240,173,44,759,13,3,2
1629,2699,130,8,295,30,872,233,236,135,424,2,3,3
1630,2259,298,31,162,91,1187,118,211,225,658,10,4,3
1631,2283,43,9,283,60,722,222,220,133,485,2,4,3
1632,3306,134,33,300,149,1260,250,205,55,916,39,3,7
1633,3233,202,9,390,75,2592,216,249,167,883,32,3,1
1634,3222,1,24,212,35,1926,177,186,140,1682,39,3,1
1635,2814,205,20,256,126,1100,203,254,178,1806,4,3,5
1636,3305,147,37,127,76,3919,240,207,60,3293,33,3,7
1637,2005,284,29,30,20,150,130,227,230,551,4,4,3
1638,2433,282,25,247,153,285,142,232,225,1702,10,4,3
1639,3046,48,17,201,30,1871,224,202,106,3611,26,3,1
1640,3224,153,2,216,-5,4615,222,239,153,732,29,1,2
1641,3398,187,8,0,0,2711,221,246,159,424,38,3,7
1642,2899,158,20,162,44,362,237,239,122,973,13,3,5
1643,3110,357,15,306,33,3711,194,211,153,890,29,1,1
1644,2613,295,7,0,0,2151,201,238,177,2330,2,3,3
1645,3680,14,15,1208,325,5150,204,207,137,3570,40,3,7
1646,3367,152,39,212,138,3838,235,208,64,3262,33,3,7
1647,2779,15,7,0,0,1980,214,225,148,1436,29,1,2
1648,3226,8,15,510,39,1954,201,208,143,1879,33,3,1
1649,3142,123,19,335,-12,1022,248,222,95,1115,39,3,7
1650,2186,351,6,30,0,1022,209,229,159,1276,4,4,4
1651,2067,181,27,30,12,876,217,244,142,335,1,4,4
1652,2117,22,30,162,93,570,186,161,96,541,10,4,3
1653,3591,337,16,216,87,1953,182,215,171,2359,40,2,7
1654,2794,92,26,323,145,330,250,189,51,1830,30,1,5
1655,3412,109,9,684,179,2060,235,231,127,1664,35,1,7
1656,2614,60,26,108,8,2285,230,176,64,722,10,3,6
1657,3111,96,7,331,78,182,232,230,131,1167,32,3,2
1658,2694,214,32,150,-41,882,173,249,193,722,3,3,2
1659,3089,187,15,285,30,457,220,250,158,1438,23,3,2
1660,2618,44,13,190,8,1120,222,210,120,1650,11,3,6
1661,2431,276,25,212,47,258,147,236,225,524,10,4,3
1662,2166,260,15,67,8,1216,181,247,204,553,10,4,3
1663,2006,79,16,0,0,192,240,209,95,339,17,4,4
1664,2606,112,11,30,4,1584,239,228,119,5106,16,1,2
1665,2708,33,5,451,30,2376,219,229,147,1621,32,3,6
1666,2988,135,8,272,52,2073,233,237,135,859,32,3,2
1667,2782,42,6,443,-15,907,221,227,142,2634,29,1,2
1668,2402,73,13,60,5,646,235,215,110,1057,10,3,6
1669,2109,188,2,0,0,638,219,240,157,516,4,4,4
1670,3325,15,10,577,91,764,211,219,144,1595,31,3,7
1671,3409,315,12,424,50,5272,188,230,182,3337,38,3,7
1672,2210,122,22,0,0,765,251,216,81,350,4,4,4
1673,2975,165,13,210,12,1622,231,244,141,1082,29,1,2
1674,3325,300,16,693,174,3120,173,232,198,785,39,3,1
1675,2222,160,25,30,8,767,236,235,114,366,4,4,4
1676,3233,86,10,0,0,3852,235,223,119,4128,39,1,7
1677,2132,119,29,108,66,342,254,202,54,612,1,4,3
1678,2947,95,11,162,49,2278,238,224,116,541,32,3,5
1679,3319,165,11,228,17,3911,230,244,144,2509,38,1,7
1680,2521,351,24,67,-5,1205,169,191,154,1756,10,3,6
1681,3253,0,13,1061,236,2163,200,215,152,2125,38,3,7
1682,3183,28,8,331,-30,2952,217,223,141,1315,29,1,2
1683,3278,356,13,960,75,1783,199,217,155,752,24,3,1
1684,3262,27,12,577,186,779,215,214,134,895,22,1,1
1685,2646,31,22,30,17,1406,208,186,105,1772,13,3,6
1686,2866,217,34,228,20,819,164,248,199,582,13,3,2
1687,3097,7,10,418,-28,2673,208,220,149,684,23,3,1
1688,3072,53,7,108,8,5289,224,224,134,2675,22,1,1
1689,3247,161,17,216,22,1953,235,242,132,192,39,3,7
1690,2811,135,1,212,30,3670,220,238,154,5643,12,1,2
1691,2867,56,21,120,2,170,229,190,84,859,29,1,1
1692,3353,68,10,0,0,1581,231,220,121,1753,38,2,7
1693,3061,152,24,300,46,1820,242,231,104,1189,29,1,1
1694,2997,315,5,30,1,4248,206,236,168,573,23,1,1
1695,2829,200,27,90,32,1260,198,251,172,2825,4,3,5
1696,2325,189,19,309,31,955,217,251,159,510,3,4,4
1697,2523,210,30,190,119,1513,182,251,187,725,4,3,3
1698,2847,286,24,607,90,1981,146,231,221,1922,13,3,5
1699,2269,5,32,134,41,577,161,160,121,514,10,4,6
1700,2880,141,15,711,104,2284,241,235,119,1667,13,3,5
1701,2037,29,24,0,0,582,204,182,104,485,10,4,4
1702,2314,156,29,150,40,134,238,229,100,845,3,3,3
1703,2211,106,23,150,71,1365,252,205,69,743,3,4,4
1704,2042,41,32,371,-21,400,206,154,62,932,1,4,6
1705,2231,333,36,182,101,934,115,169,179,474,10,4,3
1706,2541,233,23,323,55,872,175,253,208,1057,2,3,3
1707,2967,124,21,376,222,1973,250,220,87,722,13,3,5
1708,2623,32,11,418,134,2084,218,217,134,577,2,3,3
1709,2801,8,15,108,19,2018,202,209,143,1584,29,1,2
1710,3499,344,21,400,209,1243,173,203,165,1718,40,2,7
1711,3204,205,22,832,111,402,201,254,178,2644,23,3,2
1712,2725,82,35,108,70,120,242,157,13,2250,30,1,5
1713,2858,90,28,335,217,350,249,184,45,1986,30,1,5
1714,2005,159,28,30,1,210,236,232,107,247,6,4,4
1715,2228,122,30,90,31,785,254,201,52,1506,3,4,4
1716,2042,79,28,30,12,514,243,176,0,658,1,4,4
1717,2464,357,14,382,73,541,197,213,153,1129,10,4,6
1718,2674,344,7,234,-2,626,206,229,162,1116,12,1,2
1719,2485,87,10,42,-8,2197,235,224,119,793,10,3,6
1720,2762,317,16,201,46,1677,176,224,187,1142,10,3,5
1721,2362,23,23,212,20,1260,200,185,113,295,10,4,6
1722,2292,177,29,443,152,1315,219,242,134,797,3,4,4
1723,2127,341,16,95,32,371,186,215,167,488,10,4,3
1724,2961,83,10,30,7,5226,235,222,119,2452,23,1,1
1725,3316,40,15,134,34,1956,220,206,117,2659,39,1,1
1726,3398,61,12,247,49,2852,230,215,117,1468,38,3,7
1727,2933,301,3,474,49,1392,211,238,165,1245,32,3,2
1728,3396,256,20,1294,163,3778,169,248,214,2656,27,3,7
1729,2739,117,24,127,53,3281,253,210,71,6033,30,1,5
1730,2669,31,3,342,17,696,219,233,151,1559,12,1,2
1731,2279,306,9,30,5,997,196,235,179,418,16,4,4
1732,2442,301,21,324,-7,960,158,226,206,95,10,4,6
1733,2331,185,15,350,37,1231,222,249,156,841,2,4,4
1734,3259,285,17,150,38,3878,171,238,206,1392,29,1,7
1735,2823,187,20,382,124,765,218,250,157,1917,4,3,5
1736,2821,239,20,170,59,1025,178,252,207,1678,13,3,5
1737,2129,323,32,134,76,541,124,189,195,745,10,4,6
1738,2985,47,9,30,6,3254,224,220,130,949,20,3,1
1739,2506,19,9,162,23,480,214,220,143,1495,6,4,3
1740,3413,96,11,162,16,2324,238,224,115,3672,38,1,7
1741,2530,142,9,0,0,700,233,238,136,1006,11,3,6
1742,2809,140,20,150,-13,751,246,229,102,331,30,1,5
1743,2711,39,6,360,-11,999,220,227,142,1215,23,1,2
1744,3362,186,15,1015,123,2724,221,250,158,2012,39,3,7
1745,3337,40,15,60,13,1256,220,207,118,1388,38,2,7
1746,3340,62,16,661,125,2278,232,206,102,2095,40,1,1
1747,2906,104,19,242,79,1101,248,214,87,331,30,1,5
1748,2580,180,1,134,6,592,219,239,157,1116,11,3,2
1749,2092,59,25,90,28,150,230,178,66,503,10,4,3
1750,3353,237,5,268,24,938,211,244,170,2012,32,3,7
1751,3374,93,13,210,29,2605,241,219,106,2446,39,1,7
1752,2707,202,20,42,12,1064,207,253,174,1794,4,3,1
1753,2220,144,32,67,37,1209,245,214,70,1082,3,4,4
1754,2706,44,22,255,62,2145,219,187,92,2312,10,3,6
1755,2558,32,21,124,-7,600,210,188,106,1291,10,3,6
1756,2137,117,25,30,11,1248,253,207,66,600,3,4,4
1757,2935,66,14,641,183,1383,233,211,108,1693,32,3,2
1758,2974,7,28,242,69,1956,174,172,124,1832,33,3,2
1759,3273,200,21,108,22,3458,207,253,172,573,33,3,1
1760,3173,84,17,60,15,968,242,209,92,2210,23,2,1
1761,2582,63,15,247,54,571,232,209,106,1486,2,3,6
1762,3254,315,12,134,36,4656,187,230,183,2672,32,3,1
1763,2888,47,9,319,62,849,223,221,132,1524,11,3,5
1764,2244,351,10,30,-6,1415,202,223,159,437,14,4,6
1765,2793,68,29,228,97,242,235,169,45,1356,29,1,5
1766,2887,35,16,277,37,1588,217,204,118,977,32,3,2
1767,2311,315,11,30,5,1215,190,231,181,1396,10,4,6
1768,2483,60,10,0,0,301,228,219,123,1590,5,4,4
1769,2935,147,27,350,184,1958,244,226,93,808,13,3,5
1770,2571,57,21,192,61,1885,229,191,86,680,4,3,3
1771,2476,298,10,247,44,612,191,236,186,1506,6,4,3
1772,3688,347,12,1213,333,5269,197,221,161,3667,40,3,7
1773,2599,70,11,295,71,601,232,218,117,1506,2,3,6
1774,3074,52,9,42,4,3105,225,221,130,5353,29,1,1
1775,3355,253,23,607,-1,1464,163,248,219,4065,33,2,1
1776,2468,23,27,134,77,569,193,171,102,1087,10,4,3
1777,3212,71,14,402,97,5094,235,213,107,2642,22,1,2
1778,3241,25,7,0,0,3403,217,225,145,2012,29,1,1
1779,2704,47,9,127,13,153,224,220,130,872,11,3,5
1780,3398,108,32,270,79,2334,254,184,0,918,40,3,7
1781,3245,66,8,0,0,3231,229,224,128,2888,39,3,7
1782,2148,150,33,60,28,1073,241,217,77,426,3,4,4
1783,2105,263,26,120,66,371,147,242,228,510,10,4,3
1784,2695,269,13,30,6,1528,186,244,197,977,23,3,5
1785,2362,117,15,212,50,1052,244,225,106,67,6,4,3
1786,2323,264,12,162,67,1020,189,245,195,569,5,4,6
1787,2573,339,18,309,118,553,179,212,170,342,10,3,6
1788,3255,71,18,180,40,1831,237,203,90,2320,39,1,1
1789,3324,348,19,541,121,2178,182,206,161,899,39,3,7
1790,2555,52,8,120,12,1532,225,223,133,1570,2,3,5
1791,2616,343,21,60,3,1384,173,204,166,1790,13,3,6
1792,2184,351,9,42,4,1129,204,225,159,1172,4,4,4
1793,2614,61,10,395,-25,807,228,220,124,738,17,3,5
1794,2900,140,8,182,57,600,233,238,137,1168,13,3,5
1795,3450,307,18,1091,318,4227,167,226,198,2639,40,3,7
1796,2926,289,24,210,99,5126,145,228,220,4814,24,1,1
1797,3550,340,21,210,56,1800,170,204,170,2215,40,2,7
1798,2764,76,7,323,32,1437,229,227,131,2372,12,1,2
1799,2647,67,2,0,0,1433,221,235,151,1084,23,3,2
1800,2760,79,10,182,30,2563,234,222,119,2093,11,3,3
1801,2524,323,19,216,76,671,170,217,186,443,10,3,6
1802,2759,207,26,150,80,1261,193,253,182,1648,4,3,5
1803,2176,310,33,150,128,313,115,198,213,484,10,4,3
1804,3021,339,38,391,178,1574,114,158,166,984,33,3,1
1805,3147,108,8,424,27,382,235,231,128,5702,23,2,1
1806,2473,82,21,0,0,430,243,199,77,1456,5,4,4
1807,2271,343,15,42,12,1290,188,215,165,579,10,4,6
1808,3405,36,13,120,45,2506,219,211,126,1350,39,3,7
1809,2467,206,15,0,0,1482,210,253,175,1087,16,3,6
1810,2437,276,25,85,13,1209,145,236,226,858,10,4,6
1811,2309,39,24,108,62,1429,213,181,92,1144,2,4,3
1812,3502,100,10,420,9,1296,237,227,120,830,40,2,7
1813,3235,92,20,216,69,1443,246,206,80,1401,30,1,7
1814,2795,18,3,218,17,3042,217,233,153,6073,12,1,2
1815,2931,36,7,272,27,4559,220,225,141,3941,29,1,2
1816,3062,324,6,531,142,3131,205,233,168,1981,23,3,1
1817,2175,303,31,270,173,391,120,208,220,108,5,4,3
1818,2771,59,15,256,137,258,230,207,105,886,30,1,5
1819,2797,29,12,42,7,1302,216,214,133,2879,24,3,1
1820,3188,288,9,60,9,2896,195,239,184,1348,23,3,1
1821,2842,152,17,216,19,750,239,238,122,417,30,1,5
1822,2188,9,34,42,18,600,163,153,110,443,10,4,6
1823,2111,10,7,0,0,1224,213,226,151,1154,17,4,4
1824,2388,51,19,433,121,499,225,195,96,937,3,4,6
1825,2904,53,26,30,9,4975,224,176,71,256,30,1,2
1826,2169,116,32,108,58,953,254,191,38,319,3,4,4
1827,3188,61,10,134,-8,342,228,220,124,2133,22,1,1
1828,3397,81,7,295,48,2675,230,227,129,1570,38,3,7
1829,3042,274,8,201,17,5586,200,242,182,2036,22,1,2
1830,2614,71,14,361,82,990,235,211,104,3645,29,1,2
1831,2752,56,23,285,89,306,228,185,79,2177,29,1,5
1832,2447,13,5,0,0,362,215,229,151,1273,6,4,4
1833,2811,80,35,255,115,268,241,156,15,1383,29,1,5
1834,2954,250,10,240,78,2881,198,248,188,2353,29,1,2
1835,2783,33,8,592,49,240,219,222,139,902,11,3,5
1836,2554,160,11,67,9,1717,231,242,141,1680,4,3,3
1837,2117,300,34,277,222,297,106,203,226,295,10,4,3
1838,2894,234,9,30,3,2103,206,248,180,1443,23,3,5
1839,3251,71,13,247,17,3607,234,214,110,1753,38,1,7
1840,2431,327,15,0,0,716,183,223,178,1155,16,4,6
1841,2286,113,14,256,128,1406,244,224,107,824,3,4,4
1842,3398,352,9,830,59,1342,205,225,158,1674,38,3,7
1843,2793,85,31,277,147,295,246,173,33,1984,30,1,5
1844,2517,218,18,0,0,1794,198,254,188,446,4,3,3
1845,3024,344,8,600,105,5201,203,227,163,5764,12,1,1
1846,2866,317,11,153,-14,1668,190,230,180,1406,23,3,5
1847,2802,150,9,0,0,589,232,240,139,1379,13,3,5
1848,3364,358,6,182,65,4179,211,229,156,3880,40,1,7
1849,2514,102,6,272,-5,1082,230,233,137,4811,18,1,2
1850,2974,332,14,297,56,1230,187,222,174,3014,22,1,1
1851,2271,116,26,108,46,469,254,204,61,1825,3,4,4
1852,2835,41,10,0,0,2569,221,219,132,2148,20,3,1
1853,2428,85,11,255,74,242,236,221,114,467,2,4,3
1854,2289,157,16,297,109,1165,236,241,130,1173,3,4,4
1855,3043,48,7,30,3,1150,223,224,136,2093,23,1,2
1856,3160,209,10,295,60,5301,213,249,171,277,29,1,2
1857,2688,347,17,85,21,2015,185,210,161,2533,2,3,6
1858,2264,351,28,210,74,1153,160,181,151,300,10,4,3
1859,2891,112,15,342,125,1818,245,223,103,1140,32,3,2
1860,3032,131,5,362,-67,630,228,237,144,1291,23,1,1
1861,3409,68,16,60,12,2422,235,206,99,3653,38,1,7
1862,2793,18,25,295,163,1239,192,178,113,604,33,3,6
1863,2536,44,13,331,108,1116,222,211,121,1113,4,3,3
1864,2952,161,14,480,114,725,233,243,137,2167,33,3,5
1865,3216,161,32,134,57,1613,233,228,100,510,39,3,7
1866,2133,42,17,0,0,1224,220,200,110,1401,17,4,4
1867,3292,102,14,433,126,1579,242,221,105,1565,39,1,7
1868,2442,173,16,424,99,679,229,246,144,792,3,4,3
1869,2446,326,9,60,8,457,198,230,172,1812,6,4,3
1870,3042,310,21,285,62,2531,159,221,200,1323,31,3,2
1871,2793,165,14,85,10,1142,232,244,140,1048,2,3,3
1872,3044,266,26,228,125,2524,146,241,228,2735,33,3,2
1873,2464,290,20,379,103,767,161,233,211,1376,6,4,6
1874,2413,121,13,360,23,1026,241,229,116,1040,2,4,3
1875,2180,51,7,0,0,1020,224,225,137,484,14,4,4
1876,2044,139,5,0,0,816,228,238,144,607,17,4,4
1877,3300,357,20,467,154,3829,184,199,149,3690,40,3,7
1878,3155,181,14,301,21,2203,224,248,154,760,22,1,1
1879,2937,164,13,228,26,4650,231,244,141,2678,30,1,2
1880,3400,127,2,649,-37,730,223,237,150,543,40,2,7
1881,3377,257,5,150,27,2640,208,243,173,2396,39,1,7
1882,2412,330,25,108,60,495,153,201,182,671,10,3,6
1883,2681,99,29,108,49,120,252,187,42,750,30,1,5
1884,3263,110,12,277,57,182,240,227,115,537,32,2,2
1885,2363,345,23,95,28,1511,168,196,162,524,10,4,6
1886,3084,88,12,242,-1,2214,238,220,110,1513,23,1,1
1887,2902,184,18,531,70,765,222,249,154,1615,4,3,5
1888,2319,353,20,331,162,767,181,200,154,800,10,4,3
1889,3082,88,28,470,-22,720,248,183,45,1746,29,1,1
1890,2547,230,40,95,47,1575,131,240,220,1200,3,3,3
1891,2156,11,31,212,117,537,171,161,113,779,10,4,6
1892,2147,116,22,30,11,1355,251,213,77,708,3,4,4
1893,3075,263,11,618,4,2713,192,246,193,1106,32,3,1
1894,2735,127,12,67,6,2806,240,232,120,4924,12,1,2
1895,2160,121,25,30,11,175,252,211,71,600,1,4,3
1896,2809,67,18,242,150,256,235,201,91,1410,30,1,5
1897,2596,51,3,258,0,510,221,232,148,6279,29,1,5
1898,3020,158,15,134,-5,920,235,241,132,716,24,3,2
1899,2827,84,46,162,26,283,233,119,0,1533,30,1,5
1900,2074,78,31,42,21,459,242,168,33,216,3,4,4
1901,2060,254,12,30,-6,895,193,248,193,210,17,4,4
1902,2208,61,13,60,9,726,230,212,112,1572,3,4,4
1903,2115,164,18,30,5,1273,234,242,132,1073,1,4,4
1904,2717,70,18,218,43,242,237,203,91,2358,29,1,5
1905,2740,76,20,60,11,1008,240,199,82,1409,20,3,6
1906,2340,309,25,192,46,1101,144,214,207,789,6,4,3
1907,2553,81,12,446,50,1080,236,219,112,1456,11,3,5
1908,2491,342,15,150,21,940,187,216,166,841,10,3,6
1909,3294,12,12,900,91,1885,207,215,143,708,24,3,1
1910,3338,12,20,124,37,2313,195,195,132,1312,39,3,7
1911,2584,179,13,175,46,1215,225,248,152,1172,4,3,3
1912,2922,138,22,228,117,957,247,226,97,525,22,1,2
1913,3378,124,11,108,-4,2227,239,232,123,3429,38,1,7
1914,3331,225,3,630,114,886,216,242,163,1106,32,3,7
1915,2591,122,26,85,43,1114,253,210,67,658,13,3,3
1916,3352,100,13,277,26,2630,241,222,110,2475,39,1,7
1917,3339,203,17,726,112,4097,209,253,174,2024,38,1,7
1918,2308,116,33,124,67,319,254,188,33,1822,3,4,4
1919,2702,75,27,30,-6,90,240,179,53,2142,30,1,5
1920,3522,4,12,553,75,1410,204,218,150,1935,40,2,7
1921,2709,175,11,256,103,2568,226,246,151,1144,4,3,3
1922,2140,105,36,134,72,552,253,173,0,120,3,4,4
1923,3098,75,9,30,7,2103,232,223,123,1965,23,1,1
1924,3132,349,13,408,51,1170,195,218,161,2576,31,3,1
1925,3144,93,25,430,130,3290,250,192,55,1816,33,3,1
1926,2400,127,15,277,30,1230,243,229,111,750,6,4,3
1927,2283,125,10,30,4,212,236,233,127,391,11,4,3
1928,3166,230,7,771,22,6155,209,247,175,1167,29,1,2
